"Response ID","Time Started","Date Submitted","Status","Legacy Comments","Comments","Language","Referer","SessionID","User Agent","Tags","Firefox Version","Default Browser","Search Engine","Sync Setup","Shield ID","Branch","Why did you uninstall the Firefox Private Network?","Other:Why did you uninstall the Firefox Private Network?","What sort of problems did you have with Firefox Private Network?","Other:What sort of problems did you have with Firefox Private Network?"
"21","Sep 9, 2019 4:24:00 pm","Sep 9, 2019 4:30:34 pm","Complete","","","English","","1568071440_5d76df100b0853.27235621","","","","","","","","","I no longer wanted it","","",""
"22","Sep 9, 2019 11:54:36 pm","Sep 9, 2019 11:54:45 pm","Complete","","","English","","1568098476_5d7748ac39aba3.00824750","","","","","","","","","I'm going to re-install","","",""
"23","Sep 10, 2019 2:25:53 am","Sep 10, 2019 2:25:59 am","Complete","","","English","","1568107552_5d776c20c5dd89.65344175","","","","","","","","","I no longer wanted it","","",""
"24","Sep 10, 2019 4:27:25 am","Sep 10, 2019 4:27:34 am","Complete","","","English","","1568114845_5d77889d2def70.32207676","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"25","Sep 10, 2019 6:28:18 am","Sep 10, 2019 6:28:57 am","Complete","","","English","","1568122097_5d77a4f1dd19c7.75310833","","","","","","","","","Other","private and login????","",""
"26","Sep 10, 2019 6:33:52 am","Sep 10, 2019 6:34:26 am","Complete","","","English","","1568122432_5d77a640149193.00860509","","","","","","","","","It was not working correctly","","Other","it simply cannot connect / switch on. "
"27","Sep 10, 2019 7:12:52 am","Sep 10, 2019 7:12:59 am","Complete","","","English","","1568124771_5d77af63e74fc2.19988121","","","","","","","","","I'm going to re-install","","",""
"28","Sep 10, 2019 7:18:47 am","Sep 10, 2019 7:19:22 am","Complete","","","English","","1568125126_5d77b0c6e5d4f8.71369922","","","","","","","","","Other","I dislike having to sign in and having it monitored.","",""
"29","Sep 10, 2019 7:33:26 am","Sep 10, 2019 7:33:42 am","Complete","","","English","","1568126006_5d77b4360353c1.46731288","","","","","","","","","Other","no log in","",""
"30","Sep 10, 2019 7:39:52 am","Sep 10, 2019 7:39:59 am","Complete","","","English","","1568126392_5d77b5b8857669.61002421","","","","","","","","","I'm going to re-install","","",""
"31","Sep 10, 2019 8:25:16 am","Sep 10, 2019 8:25:44 am","Complete","","","English","","1568129116_5d77c05c3221e6.36445859","","","","","","","","","It was not working correctly","","Other","It was constantly being disabled"
"32","Sep 10, 2019 8:27:03 am","Sep 10, 2019 8:27:56 am","Complete","","","English","","1568129223_5d77c0c757e456.24060542","","","","","","","","","It was not working correctly","","Other","work not start - proxy problem"
"33","Sep 10, 2019 8:43:29 am","Sep 10, 2019 8:43:39 am","Complete","","","English","","1568130208_5d77c4a0eb2ae9.29961743","","","","","","","","","I no longer wanted it","","",""
"34","Sep 10, 2019 9:00:26 am","Sep 10, 2019 9:01:19 am","Complete","","","English","","1568131226_5d77c89ac5c824.13615833","","","","","","","","","Other","requires logging in to yet another online account.","",""
"35","Sep 10, 2019 9:02:44 am","Sep 10, 2019 9:03:06 am","Complete","","","English","","1568131364_5d77c9246fd171.87798184","","","","","","","","","Other","It worked great -- just not needed for me at the moment!","",""
"36","Sep 10, 2019 9:07:54 am","Sep 10, 2019 9:07:59 am","Complete","","","English","","1568131674_5d77ca5acab364.62049807","","","","","","","","","I'm going to re-install","","",""
"37","Sep 10, 2019 9:22:43 am","Sep 10, 2019 9:23:12 am","Complete","","","English","","1568132563_5d77cdd3121ab8.19415153","","","","","","","","","It was not working correctly","","Other","It didn't even turn on. "
"38","Sep 10, 2019 9:26:22 am","Sep 10, 2019 9:26:59 am","Complete","","","English","","1568132782_5d77ceae884e43.23853103","","","","","","","","","I'm going to re-install","","",""
"39","Sep 10, 2019 9:27:40 am","Sep 10, 2019 9:28:14 am","Complete","","","English","","1568132860_5d77cefcb94d47.98217750","","","","","","","","","Other","I was just testing to compare it to the VPN I subscribe to","",""
"40","Sep 10, 2019 9:42:54 am","Sep 10, 2019 9:43:00 am","Complete","","","English","","1568133774_5d77d28ea6c025.70135167","","","","","","","","","I'm going to re-install","","",""
"41","Sep 10, 2019 10:00:31 am","Sep 10, 2019 10:00:39 am","Complete","","","English","","1568134831_5d77d6af7c81e7.85535226","","","","","","","","","I'm going to re-install","","",""
"42","Sep 10, 2019 10:08:15 am","Sep 10, 2019 10:08:21 am","Complete","","","English","","1568135294_5d77d87ee21b23.02225152","","","","","","","","","I no longer wanted it","","",""
"43","Sep 10, 2019 10:08:13 am","Sep 10, 2019 10:08:23 am","Partial","","","English","","1568135293_5d77d87d6c2853.68122786","","","","","","","","","Other","","",""
"44","Sep 10, 2019 10:24:54 am","Sep 10, 2019 10:25:04 am","Complete","","","English","","1568136294_5d77dc66a69732.72283236","","","","","","","","","I no longer wanted it","","",""
"45","Sep 10, 2019 10:30:36 am","Sep 10, 2019 10:31:05 am","Complete","","","English","","1568136636_5d77ddbc9c74f4.05440490","","","","","","","","","It was not working correctly","","Other","didnt even work"
"46","Sep 10, 2019 10:59:34 am","Sep 10, 2019 10:59:52 am","Complete","","","English","","1568138373_5d77e485e2c494.11588243","","","","","","","","","Other","Don't want to sign into an account.","",""
"47","Sep 10, 2019 9:55:23 am","Sep 10, 2019 11:14:51 am","Complete","","","English","","1568134523_5d77d57b95adc8.00917863","","","","","","","","","I'm going to re-install","","",""
"48","Sep 10, 2019 10:41:56 am","Sep 10, 2019 11:22:09 am","Complete","","","English","","1568137316_5d77e0649719b0.59572021","","","","","","","","","Other","requires account with email","",""
"49","Sep 10, 2019 11:31:15 am","Sep 10, 2019 11:31:27 am","Complete","","","English","","1568140275_5d77ebf33c3239.48543594","","","","","","","","","I'm going to re-install","","",""
"50","Sep 10, 2019 11:56:27 am","Sep 10, 2019 11:56:34 am","Complete","","","English","","1568141787_5d77f1dbb17bd9.87350766","","","","","","","","","I'm going to re-install","","",""
"51","Sep 10, 2019 10:12:18 am","Sep 10, 2019 11:59:38 am","Complete","","","English","","1568135538_5d77d972081210.65544744","","","","","","","","","Other","Work Place Proxy","",""
"52","Sep 10, 2019 12:12:40 pm","Sep 10, 2019 12:13:59 pm","Complete","","","English","","1568142759_5d77f5a7df5454.46019744","","","","","","","","","Other","Not interested in signing up for a Firefox Account, so as a side-effect, I can't try out the FPN beta.","",""
"53","Sep 10, 2019 12:20:43 pm","Sep 10, 2019 12:23:44 pm","Complete","","","English","","1568143243_5d77f78bc4f145.79496645","","","","","","","","","Other","Asked me to regiser first.  That is counter-intuitive to the privacy focus of the add-on.  Red flag.","",""
"54","Sep 10, 2019 12:23:48 pm","Sep 10, 2019 12:24:24 pm","Complete","","","English","","1568143427_5d77f843d74e00.45673999","","","","","","","","","Other","I'm not sure that I want to hand that much browsing data over to Cloudflare","",""
"55","Sep 10, 2019 1:25:43 pm","Sep 10, 2019 1:26:07 pm","Complete","","","English","","1568147143_5d7806c76debd2.29296819","","","","","","","","","Other","use tor","",""
"56","Sep 10, 2019 1:30:46 pm","Sep 10, 2019 1:32:44 pm","Complete","","","English","","1568147446_5d7807f6253f86.91631478","","","","","","","","","Other","I forgot my password and didn't want to reset it and lose any of settings so decided not to log in.  The browser would reopen even those I closed over & over again.  I don't need any app on my computer that behaves like a virus.  ","",""
"57","Sep 10, 2019 1:35:32 pm","Sep 10, 2019 1:35:54 pm","Complete","","","English","","1568147732_5d78091404cb59.33345761","","","","","","","","","Other","I already use a VPN","",""
"58","Sep 10, 2019 1:35:46 pm","Sep 10, 2019 1:36:39 pm","Complete","","","English","","1568147745_5d780921e28fd1.19393859","","","","","","","","","Other","requires firefox account","",""
"59","Sep 10, 2019 1:48:26 pm","Sep 10, 2019 1:48:49 pm","Complete","","","English","","1568148506_5d780c1a141328.18639797","","","","","","","","","It was not working correctly","","Other","doesn't work in corporate network"
"60","Sep 10, 2019 1:50:49 pm","Sep 10, 2019 1:50:58 pm","Complete","","","English","","1568148649_5d780ca9d6f791.60074534","","","","","","","","","Other","needs account to enable","",""
"61","Sep 10, 2019 1:53:52 pm","Sep 10, 2019 1:54:03 pm","Complete","","","English","","1568148832_5d780d604f5239.67806781","","","","","","","","","I no longer wanted it","","",""
"62","Sep 10, 2019 1:59:42 pm","Sep 10, 2019 1:59:47 pm","Complete","","","English","","1568149182_5d780ebe116f09.70921037","","","","","","","","","I'm going to re-install","","",""
"63","Sep 10, 2019 2:02:17 pm","Sep 10, 2019 2:02:34 pm","Complete","","","English","","1568149337_5d780f59a97b23.10075956","","","","","","","","","Other","I dont want to make an account","",""
"64","Sep 10, 2019 2:04:16 pm","Sep 10, 2019 2:04:28 pm","Complete","","","English","","1568149456_5d780fd028d5c9.31516440","","","","","","","","","I no longer wanted it","","",""
"65","Sep 10, 2019 2:15:51 pm","Sep 10, 2019 2:20:44 pm","Complete","","","English","","1568150151_5d7812876a3067.38311785","","","","","","","","","Other","My company proxy interferes with it","",""
"66","Sep 10, 2019 2:31:46 pm","Sep 10, 2019 2:34:01 pm","Complete","","","English","","1568151105_5d781641e0d193.55625146","","","","","","","","","Other","I run my own private network (+vpn)","",""
"67","Sep 10, 2019 3:20:09 pm","Sep 10, 2019 3:20:35 pm","Complete","","","English","","1568154008_5d782198ebedf9.12278549","","","","","","","","","Other","Need to make account","",""
"68","Sep 10, 2019 3:32:49 pm","Sep 10, 2019 3:33:10 pm","Complete","","","English","","1568154769_5d782491c30044.26942169","","","","","","","","","Other","It wanted me to log in. ","",""
"69","Sep 10, 2019 3:56:31 pm","Sep 10, 2019 3:56:37 pm","Complete","","","English","","1568156191_5d782a1f945bb4.95631031","","","","","","","","","I'm going to re-install","","",""
"70","Sep 10, 2019 4:10:14 pm","Sep 10, 2019 4:11:13 pm","Complete","","","English","","1568157014_5d782d56152284.21834755","","","","","","","","","I no longer wanted it","","",""
"71","Sep 10, 2019 4:22:00 pm","Sep 10, 2019 4:22:21 pm","Complete","","","English","","1568157720_5d783018b56024.27011099","","","","","","","","","I no longer wanted it","","",""
"72","Sep 10, 2019 4:26:18 pm","Sep 10, 2019 4:26:41 pm","Complete","","","English","","1568157978_5d78311aa85f03.70587047","","","","","","","","","Other","I don't want to deal with the hassle of creating a Firefox account","",""
"73","Sep 10, 2019 5:11:52 pm","Sep 10, 2019 5:12:39 pm","Complete","","","English","","1568160712_5d783bc8c2b3c0.68267778","","","","","","","","","Other","Slowed Firefox significantly","",""
"74","Sep 10, 2019 5:14:25 pm","Sep 10, 2019 5:14:46 pm","Complete","","","English","","1568160865_5d783c611028d0.80160223","","","","","","","","","I no longer wanted it","","",""
"75","Sep 10, 2019 5:20:00 pm","Sep 10, 2019 5:20:18 pm","Complete","","","English","","1568161200_5d783db05d4e14.21628988","","","","","","","","","I'm going to re-install","","",""
"76","Sep 10, 2019 6:43:10 pm","Sep 10, 2019 6:43:21 pm","Complete","","","English","","1568166190_5d78512eca89f4.84658041","","","","","","","","","It was not working correctly","","It didn't protect my privacy",""
"77","Sep 10, 2019 7:39:14 pm","Sep 10, 2019 7:39:24 pm","Complete","","","English","","1568169554_5d785e521c0f53.89279188","","","","","","","","","Other","Don't want to login","",""
"78","Sep 10, 2019 8:53:15 pm","Sep 10, 2019 8:53:35 pm","Complete","","","English","","1568173995_5d786fab88a531.71279513","","","","","","","","","Other","unable to log in to firefox","",""
"79","Sep 10, 2019 8:54:56 pm","Sep 10, 2019 8:55:08 pm","Complete","","","English","","1568174096_5d787010884eb3.57041844","","","","","","","","","I'm going to re-install","","",""
"80","Sep 10, 2019 9:08:07 pm","Sep 10, 2019 9:08:16 pm","Complete","","","English","","1568174887_5d787327995372.10756862","","","","","","","","","Other","Don't trust Cloudflare","",""
"81","Sep 10, 2019 9:16:01 pm","Sep 10, 2019 9:16:25 pm","Complete","","","English","","1568175361_5d787501201b42.79744893","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"82","Sep 10, 2019 10:12:48 pm","Sep 10, 2019 10:12:52 pm","Complete","","","English","","1568178768_5d788250155b73.14966895","","","","","","","","","I no longer wanted it","","",""
"83","Sep 10, 2019 10:47:30 pm","Sep 10, 2019 10:47:53 pm","Complete","","","English","","1568180850_5d788a727636b7.26330339","","","","","","","","","I'm going to re-install","","",""
"84","Sep 11, 2019 12:07:14 am","Sep 11, 2019 12:07:33 am","Complete","","","English","","1568185634_5d789d2251fb43.38241570","","","","","","","","","It was not working correctly","","It caused crashes in Firefox",""
"85","Sep 11, 2019 12:16:38 am","Sep 11, 2019 12:17:38 am","Complete","","","English","","1568186198_5d789f56a6f262.39636166","","","","","","","","","Other","speed very slow","",""
"86","Sep 11, 2019 1:19:23 am","Sep 11, 2019 1:19:31 am","Complete","","","English","","1568189963_5d78ae0b8aac29.90987500","","","","","","","","","I no longer wanted it","","",""
"87","Sep 11, 2019 1:28:08 am","Sep 11, 2019 1:28:17 am","Complete","","","English","","1568190488_5d78b0184de766.50765134","","","","","","","","","I'm going to re-install","","",""
"88","Sep 11, 2019 2:01:09 am","Sep 11, 2019 2:01:22 am","Complete","","","English","","1568192469_5d78b7d5ad3458.03021351","","","","","","","","","Other","Didn't want to make an account","",""
"89","Sep 11, 2019 2:40:54 am","Sep 11, 2019 2:41:58 am","Complete","","","English","","1568194854_5d78c12670d8c2.17411668","","","","","","","","","It was not working correctly","","Other","It was showing that the extension encountered some problem"
"90","Sep 11, 2019 3:08:52 am","Sep 11, 2019 3:09:43 am","Complete","","","English","","1568196532_5d78c7b4ace5c7.51469732","","","","","","","","","I'm going to re-install","","",""
"91","Sep 11, 2019 4:03:01 am","Sep 11, 2019 4:03:32 am","Complete","","","English","","1568199781_5d78d465bd5f85.96747175","","","","","","","","","It was not working correctly","","Other","asked for account information"
"92","Sep 11, 2019 4:03:18 am","Sep 11, 2019 4:04:52 am","Complete","","","English","","1568199798_5d78d4767bce91.30007995","","","","","","","","","Other","It's amazing. In fact, it's so great that it gets around my /etc/hosts file which I use to keep myself off time waster sites (they all point to 0.0.0.0). So in summary, I'm weak but the extension is strong. I'll be back.","",""
"93","Sep 11, 2019 4:14:52 am","Sep 11, 2019 4:15:04 am","Complete","","","English","","1568200492_5d78d72c39daa3.54616897","","","","","","","","","I no longer wanted it","","",""
"94","Sep 11, 2019 4:26:19 am","Sep 11, 2019 4:26:51 am","Complete","","","English","","1568201178_5d78d9dae4c611.56920754","","","","","","","","","Other","Privacy issue","",""
"95","Sep 11, 2019 4:44:15 am","Sep 11, 2019 4:44:47 am","Complete","","","English","","1568202255_5d78de0f3f3d44.60272833","","","","","","","","","Other","It didn't work with BBC iPlayer","",""
"96","Sep 11, 2019 5:38:39 am","Sep 11, 2019 5:38:51 am","Complete","","","English","","1568205519_5d78eacf91e6b1.39836423","","","","","","","","","I'm going to re-install","","",""
"97","Sep 11, 2019 5:54:40 am","Sep 11, 2019 5:54:48 am","Complete","","","English","","1568206479_5d78ee8fdd0aa7.18948805","","","","","","","","","I'm going to re-install","","",""
"98","Sep 11, 2019 6:00:01 am","Sep 11, 2019 6:00:08 am","Complete","","","English","","1568206800_5d78efd0dd6036.70805779","","","","","","","","","I'm going to re-install","","",""
"99","Sep 11, 2019 6:14:29 am","Sep 11, 2019 6:14:57 am","Complete","","","English","","1568207669_5d78f3350dcd12.41198153","","","","","","","","","Other","need to reset my account password ..will do later","",""
"100","Sep 11, 2019 6:24:00 am","Sep 11, 2019 6:24:20 am","Complete","","","English","","1568208240_5d78f570a4c255.84309096","","","","","","","","","Other","Don't trust it. No options.","",""
"101","Sep 11, 2019 6:52:42 am","Sep 11, 2019 6:53:00 am","Complete","","","English","","1568209962_5d78fc2a3101a8.06602420","","","","","","","","","Other","It doesn't work with custom proxy settings","",""
"102","Sep 11, 2019 6:56:56 am","Sep 11, 2019 6:57:28 am","Complete","","","English","","1568210216_5d78fd288397b3.09004303","","","","","","","","","It was not working correctly","","Other","couldn't turn on"
"103","Sep 11, 2019 6:56:39 am","Sep 11, 2019 6:57:43 am","Complete","","","English","","1568210199_5d78fd173f37d9.14255645","","","","","","","","","It was not working correctly","","Other","incorrectly claimed i had a custom proxy"
"104","Sep 11, 2019 7:08:18 am","Sep 11, 2019 7:08:25 am","Complete","","","English","","1568210897_5d78ffd1e53058.79901178","","","","","","","","","I no longer wanted it","","",""
"105","Sep 11, 2019 7:19:45 am","Sep 11, 2019 7:20:08 am","Complete","","","English","","1568211585_5d790281636e32.43506660","","","","","","","","","I'm going to re-install","","",""
"106","Sep 11, 2019 7:23:13 am","Sep 11, 2019 7:23:23 am","Partial","","","English","","1568211793_5d790351bc98e6.02307746","","","","","","","","","Other","","",""
"107","Sep 11, 2019 7:28:42 am","Sep 11, 2019 7:28:48 am","Complete","","","English","","1568212122_5d79049a54ea34.61691631","","","","","","","","","I'm going to re-install","","",""
"108","Sep 11, 2019 7:29:54 am","Sep 11, 2019 7:30:16 am","Complete","","","English","","1568212194_5d7904e28a5111.92877197","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"109","Sep 11, 2019 7:33:14 am","Sep 11, 2019 7:33:22 am","Complete","","","English","","1568212394_5d7905aa935d00.72488795","","","","","","","","","I no longer wanted it","","",""
"110","Sep 11, 2019 7:52:39 am","Sep 11, 2019 7:52:45 am","Complete","","","English","","1568213559_5d790a376c0f04.58998681","","","","","","","","","I no longer wanted it","","",""
"111","Sep 11, 2019 7:53:25 am","Sep 11, 2019 7:53:55 am","Complete","","","English","","1568213605_5d790a65c00923.04780747","","","","","","","","","Other","my org's settings didn't allow it to run (custom vpn settings)","",""
"112","Sep 11, 2019 8:03:47 am","Sep 11, 2019 8:03:52 am","Complete","","","Spanish","","1568214227_5d790cd3009c42.03129924","","","","","","","","","I no longer wanted it","","",""
"113","Sep 11, 2019 8:08:02 am","Sep 11, 2019 8:08:09 am","Complete","","","English","","1568214482_5d790dd2a657f6.61835330","","","","","","","","","I'm going to re-install","","",""
"114","Sep 11, 2019 8:20:48 am","Sep 11, 2019 8:21:02 am","Complete","","","English","","1568215247_5d7910cfc22cf7.52390285","","","","","","","","","I no longer wanted it","","",""
"115","Sep 11, 2019 8:22:55 am","Sep 11, 2019 8:23:00 am","Complete","","","English","","1568215375_5d79114f540805.95484825","","","","","","","","","I'm going to re-install","","",""
"116","Sep 11, 2019 8:24:12 am","Sep 11, 2019 8:25:42 am","Complete","","","English","","1568215452_5d79119cc459f3.20959712","","","","","","","","","I no longer wanted it","","",""
"117","Sep 11, 2019 8:34:55 am","Sep 11, 2019 8:35:25 am","Complete","","","English","","1568216095_5d79141f52ce07.43448534","","","","","","","","","It was not working correctly","","Other","Unknown error"
"118","Sep 11, 2019 8:45:28 am","Sep 11, 2019 8:46:14 am","Complete","","","English","","1568216728_5d7916983b2f47.09802624","","","","","","","","","Other","login requirement","",""
"119","Sep 11, 2019 8:49:18 am","Sep 11, 2019 8:49:26 am","Complete","","","English","","1568216958_5d79177ec2a103.51706873","","","","","","","","","I no longer wanted it","","",""
"120","Sep 11, 2019 8:54:21 am","Sep 11, 2019 8:54:59 am","Complete","","","English","","1568217261_5d7918ad84ecb5.62390885","","","","","","","","","Other","did not like that i need to sign in","",""
"121","Sep 11, 2019 8:56:45 am","Sep 11, 2019 8:57:31 am","Complete","","","English","","1568217405_5d79193d9433f8.75392510","","","","","","","","","Other","I didn't want to create an account","",""
"122","Sep 11, 2019 9:02:24 am","Sep 11, 2019 9:02:33 am","Complete","","","English","","1568217744_5d791a9027a551.72868297","","","","","","","","","I no longer wanted it","","",""
"123","Sep 11, 2019 9:06:03 am","Sep 11, 2019 9:06:31 am","Complete","","","English","","1568217963_5d791b6b699444.20803476","","","","","","","","","It was not working correctly","","Other","Something about proxy server not working."
"124","Sep 11, 2019 9:31:00 am","Sep 11, 2019 9:32:00 am","Complete","","","English","","1568219460_5d792144bda047.42767463","","","","","","","","","I no longer wanted it","","",""
"125","Sep 11, 2019 9:31:45 am","Sep 11, 2019 9:36:45 am","Complete","","","English","","1568219505_5d79217169f202.66169862","","","","","","","","","It was not working correctly","","Other","crashed my harddrive"
"126","Sep 11, 2019 9:43:47 am","Sep 11, 2019 9:44:31 am","Complete","","","English","","1568220227_5d7924435ed484.29928253","","","","","","","","","Other","This extension failed the Cloudflare ESNI check, here: https://www.cloudflare.com/ssl/encrypted-sni/","",""
"127","Sep 11, 2019 9:46:48 am","Sep 11, 2019 9:46:59 am","Complete","","","English","","1568220408_5d7924f8242fd3.36153199","","","","","","","","","Other","cant change location","",""
"128","Sep 11, 2019 9:55:56 am","Sep 11, 2019 9:57:03 am","Complete","","","English","","1568220956_5d79271c5f35a9.60796425","","","","","","","","","Other","Shouldn't have to sign in to use it. That defeats the perpus of private","",""
"129","Sep 11, 2019 10:03:03 am","Sep 11, 2019 10:03:27 am","Complete","","","English","","1568221383_5d7928c726fa00.44469910","","","","","","","","","It was not working correctly","","Other","Kept claiming I was using a custom proxy"
"130","Sep 11, 2019 10:25:41 am","Sep 11, 2019 10:25:51 am","Complete","","","English","","1568222741_5d792e1502d828.37292299","","","","","","","","","Other","Required an account to use","",""
"131","Sep 11, 2019 10:29:53 am","Sep 11, 2019 10:30:16 am","Complete","","","English","","1568222993_5d792f114a4351.11937442","","","","","","","","","It was not working correctly","","Other","does not turn off VPN"
"132","Sep 11, 2019 10:33:52 am","Sep 11, 2019 10:34:11 am","Complete","","","English","","1568223232_5d7930006ed9e1.16915005","","","","","","","","","I'm going to re-install","","",""
"133","Sep 11, 2019 11:07:59 am","Sep 11, 2019 11:08:08 am","Complete","","","English","","1568225279_5d7937ff933385.22584845","","","","","","","","","I'm going to re-install","","",""
"134","Sep 11, 2019 11:08:32 am","Sep 11, 2019 11:13:48 am","Complete","","","English","","1568225312_5d793820540e45.83907158","","","","","","","","","Other","not creating an account.  Goes against idea of using a VPN","",""
"135","Sep 11, 2019 11:36:53 am","Sep 11, 2019 11:37:10 am","Complete","","","English","","1568227013_5d793ec5b88ea5.22307274","","","","","","","","","Other","I had to login with sync to use it.","",""
"136","Sep 11, 2019 11:57:21 am","Sep 11, 2019 11:58:04 am","Complete","","","English","","1568228241_5d7943919fb8c0.78035358","","","","","","","","","It was not working correctly","","Other","im goign through a proxy that doesn't work with this"
"137","Sep 11, 2019 12:02:29 pm","Sep 11, 2019 12:02:34 pm","Complete","","","English","","1568228549_5d7944c55233a9.14625998","","","","","","","","","I'm going to re-install","","",""
"138","Sep 11, 2019 12:10:44 pm","Sep 11, 2019 12:11:21 pm","Complete","","","English","","1568229044_5d7946b4a99a80.66044045","","","","","","","","","Other","It doesn't work with well internal things at my company. I'm happy to use it on my personal computer.","",""
"139","Sep 11, 2019 12:25:57 pm","Sep 11, 2019 12:26:15 pm","Complete","","","English","","1568229957_5d794a45277346.92676890","","","","","","","","","Other","I don't want to sign in to encrypt traffic","",""
"140","Sep 11, 2019 12:21:38 pm","Sep 11, 2019 12:28:59 pm","Complete","","","English","","1568229698_5d794942d90a26.26199420","","","","","","","","","I'm going to re-install","","",""
"141","Sep 11, 2019 12:51:44 pm","Sep 11, 2019 12:52:02 pm","Complete","","","English","","1568231504_5d7950505df161.93590799","","","","","","","","","Other","need an account","",""
"142","Sep 11, 2019 12:55:32 pm","Sep 11, 2019 12:55:42 pm","Complete","","","English","","1568231732_5d7951347962f3.49278625","","","","","","","","","Other","You're likely selling my data. ","",""
"143","Sep 11, 2019 12:57:28 pm","Sep 11, 2019 12:57:37 pm","Complete","","","English","","1568231848_5d7951a879c686.54533906","","","","","","","","","I'm going to re-install","","",""
"144","Sep 11, 2019 1:11:52 pm","Sep 11, 2019 1:12:02 pm","Complete","","","English","","1568232712_5d795508575e92.37227944","","","","","","","","","I no longer wanted it","","",""
"145","Sep 11, 2019 1:14:22 pm","Sep 11, 2019 1:14:53 pm","Complete","","","English","","1568232862_5d79559e27c252.90003065","","","","","","","","","It was not working correctly","","Other","Couldn't use due to custom proxy settings. Had no proxy setting set in FF and it was unclear what I needed to change."
"146","Sep 11, 2019 1:16:26 pm","Sep 11, 2019 1:16:46 pm","Complete","","","English","","1568232986_5d79561aafe1d4.79465608","","","","","","","","","Other","Appears to be blocked at work.","",""
"147","Sep 11, 2019 1:37:40 pm","Sep 11, 2019 1:37:47 pm","Complete","","","English","","1568234260_5d795b1424a461.80951463","","","","","","","","","I no longer wanted it","","",""
"148","Sep 11, 2019 1:44:28 pm","Sep 11, 2019 1:44:34 pm","Complete","","","English","","1568234668_5d795cacabf242.98635236","","","","","","","","","I no longer wanted it","","",""
"149","Sep 11, 2019 1:52:43 pm","Sep 11, 2019 1:52:52 pm","Complete","","","English","","1568235162_5d795e9ae82812.25686655","","","","","","","","","I'm going to re-install","","",""
"150","Sep 11, 2019 2:20:17 pm","Sep 11, 2019 2:20:26 pm","Complete","","","French","","1568236817_5d796511c2f090.33361372","","","","","","","","","I'm going to re-install","","",""
"151","Sep 11, 2019 2:43:25 pm","Sep 11, 2019 2:43:41 pm","Complete","","","English","","1568238204_5d796a7ced05c1.32980867","","","","","","","","","Other","I dont have a firefox email","",""
"152","Sep 11, 2019 3:05:05 pm","Sep 11, 2019 3:11:37 pm","Complete","","","English","","1568239505_5d796f91c38f94.99002490","","","","","","","","","It was not working correctly","","Other","""Unknown network error"" on extension"
"153","Sep 11, 2019 4:37:34 pm","Sep 11, 2019 4:37:45 pm","Complete","","","English","","1568245053_5d79853de5b114.35549844","","","","","","","","","I'm going to re-install","","",""
"154","Sep 11, 2019 4:53:47 pm","Sep 11, 2019 4:53:55 pm","Complete","","","English","","1568246027_5d79890b169f14.76980072","","","","","","","","","I'm going to re-install","","",""
"155","Sep 11, 2019 5:24:31 pm","Sep 11, 2019 5:24:40 pm","Complete","","","English","","1568247871_5d79903f5b0ae4.74167643","","","","","","","","","I'm going to re-install","","",""
"156","Sep 11, 2019 5:41:46 pm","Sep 11, 2019 5:41:53 pm","Complete","","","English","","1568248906_5d79944a667585.92208579","","","","","","","","","I no longer wanted it","","",""
"157","Sep 11, 2019 6:15:02 pm","Sep 11, 2019 6:15:26 pm","Complete","","","English","","1568250902_5d799c16c22675.94250885","","","","","","","","","Other","may make firefox slow","",""
"158","Sep 11, 2019 6:38:32 pm","Sep 11, 2019 6:41:33 pm","Complete","","","English","","1568252312_5d79a198825510.65567474","","","","","","","","","It was not working correctly","","Other","connection error"
"159","Sep 11, 2019 6:46:17 pm","Sep 11, 2019 6:46:31 pm","Complete","","","English","","1568252776_5d79a368d2d1a3.26502560","","","","","","","","","Other","Not anonymous","",""
"160","Sep 11, 2019 7:32:23 pm","Sep 11, 2019 7:35:26 pm","Complete","","","English","","1568255543_5d79ae377cba69.78105109","","","","","","","","","Other","No Option to select country for vpn","",""
"161","Sep 11, 2019 7:36:01 pm","Sep 11, 2019 7:36:23 pm","Complete","","","English","","1568255761_5d79af119d5a83.64642613","","","","","","","","","I no longer wanted it","","",""
"162","Sep 11, 2019 8:16:33 pm","Sep 11, 2019 8:16:42 pm","Complete","","","English","","1568258193_5d79b891b018c3.40516725","","","","","","","","","I'm going to re-install","","",""
"163","Sep 11, 2019 8:20:04 pm","Sep 11, 2019 8:20:25 pm","Complete","","","English","","1568258404_5d79b9641f2c71.09825384","","","","","","","","","I no longer wanted it","","",""
"164","Sep 11, 2019 9:22:42 pm","Sep 11, 2019 9:23:09 pm","Complete","","","English","","1568262162_5d79c812195955.75738518","","","","","","","","","Other","Dont want to login to use it","",""
"165","Sep 11, 2019 9:26:30 pm","Sep 11, 2019 9:26:40 pm","Complete","","","English","","1568262390_5d79c8f6693491.40939084","","","","","","","","","I no longer wanted it","","",""
"166","Sep 11, 2019 10:00:04 pm","Sep 11, 2019 10:00:13 pm","Complete","","","English","","1568264404_5d79d0d45c7567.41081400","","","","","","","","","I no longer wanted it","","",""
