"Response ID","Time Started","Date Submitted","Status","Legacy Comments","Comments","Language","Referer","SessionID","User Agent","Tags","Firefox Version","Default Browser","Search Engine","Sync Setup","Shield ID","Branch","Why did you uninstall the Firefox Private Network?","Other:Why did you uninstall the Firefox Private Network?","What sort of problems did you have with Firefox Private Network?","Other:What sort of problems did you have with Firefox Private Network?"
"263","Sep 13, 2019 5:25:54 am","Sep 13, 2019 5:26:46 am","Complete","","","English","","1568377554_5d7b8ad29f54d8.45727728","","","","","","","","","Other","I don't want to have to sign in or create an account to use it.","",""
"264","Sep 13, 2019 6:11:53 am","Sep 13, 2019 6:12:23 am","Complete","","","English","","1568380312_5d7b9598eb1bf4.26811239","","","","","","","","","It was not working correctly","","Other","Kept having me turn it off and back on but still couldn't connect."
"265","Sep 13, 2019 6:30:34 am","Sep 13, 2019 6:30:42 am","Complete","","","English","","1568381434_5d7b99fa6bc3f4.00857121","","","","","","","","","I no longer wanted it","","",""
"266","Sep 13, 2019 6:35:04 am","Sep 13, 2019 6:36:07 am","Complete","","","English","","1568381704_5d7b9b08c4c0e8.67266225","","","","","","","","","Other","It appears to be blocked at my place of work.","",""
"267","Sep 13, 2019 6:47:45 am","Sep 13, 2019 6:48:33 am","Complete","","","English","","1568382465_5d7b9e01b54f73.28192231","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"268","Sep 13, 2019 6:57:06 am","Sep 13, 2019 6:57:12 am","Complete","","","English","","1568383025_5d7ba031dc4644.80099613","","","","","","","","","I'm going to re-install","","",""
"269","Sep 13, 2019 7:33:12 am","Sep 13, 2019 7:33:37 am","Complete","","","English","","1568385192_5d7ba8a86d28a3.20307304","","","","","","","","","I no longer wanted it","","",""
"270","Sep 13, 2019 7:43:59 am","Sep 13, 2019 7:44:57 am","Complete","","","English","","1568385839_5d7bab2f661138.20743702","","","","","","","","","It was not working correctly","","Other","I can't log in"
"271","Sep 13, 2019 8:56:59 am","Sep 13, 2019 8:58:00 am","Complete","","","English","","1568390219_5d7bbc4b6f8cc3.56080183","","","","","","","","","I'm going to re-install","","",""
"272","Sep 13, 2019 9:00:11 am","Sep 13, 2019 9:00:20 am","Complete","","","English","","1568390410_5d7bbd0aee46f2.37086073","","","","","","","","","I no longer wanted it","","",""
"273","Sep 13, 2019 9:10:56 am","Sep 13, 2019 9:13:40 am","Complete","","","English","","1568391056_5d7bbf90057bc7.02922862","","","","","","","","","It was not working correctly","","Other","Received network connection message related to unsafe information whether I had it toggled on or off. Firefox worked perfectly again after I remeoved it."
"274","Sep 13, 2019 10:19:44 am","Sep 13, 2019 10:19:51 am","Complete","","","English","","1568395184_5d7bcfb0323a43.42471038","","","","","","","","","I no longer wanted it","","",""
"275","Sep 13, 2019 10:38:52 am","Sep 13, 2019 10:38:59 am","Complete","","","English","","1568396332_5d7bd42cbe3418.77073970","","","","","","","","","I no longer wanted it","","",""
"276","Sep 13, 2019 11:39:15 am","Sep 13, 2019 11:39:42 am","Complete","","","English","","1568399955_5d7be25327bd20.23010440","","","","","","","","","It was not working correctly","","Other","It kept disconnecting and reconnecting and I couldn't connect to the internet."
"277","Sep 13, 2019 11:51:48 am","Sep 13, 2019 11:52:08 am","Complete","","","English","","1568400708_5d7be544902695.72307659","","","","","","","","","Other","i dont have an account","",""
"278","Sep 13, 2019 12:23:32 pm","Sep 13, 2019 12:24:36 pm","Complete","","","English","","1568402612_5d7becb4c10525.86671969","","","","","","","","","Other","Causing blank screens","",""
"279","Sep 13, 2019 1:17:56 pm","Sep 13, 2019 1:27:50 pm","Complete","","","English","","1568405876_5d7bf974994163.34982793","","","","","","","","","It was not working correctly","","Other","could not sign in"
"280","Sep 13, 2019 1:48:54 pm","Sep 13, 2019 1:49:09 pm","Complete","","","English","","1568407734_5d7c00b64873f7.84024316","","","","","","","","","It was not working correctly","","Other","It wouldn't connect"
"281","Sep 13, 2019 2:01:25 pm","Sep 13, 2019 2:02:11 pm","Complete","","","English","","1568408484_5d7c03a4f34797.15352987","","","","","","","","","I no longer wanted it","","",""
"282","Sep 13, 2019 2:10:57 pm","Sep 13, 2019 2:12:39 pm","Complete","","","English","","1568409057_5d7c05e184e2a5.91744779","","","","","","","","","It was not working correctly","","Other","not on"
"283","Sep 13, 2019 2:22:55 pm","Sep 13, 2019 2:23:09 pm","Complete","","","English","","1568409775_5d7c08af549951.31420542","","","","","","","","","I no longer wanted it","","",""
"284","Sep 13, 2019 3:03:10 pm","Sep 13, 2019 3:03:26 pm","Complete","","","English","","1568412190_5d7c121e3b2582.37330602","","","","","","","","","Other","Made loading webpages way slower","",""
"285","Sep 13, 2019 3:09:33 pm","Sep 13, 2019 3:10:19 pm","Complete","","","English","","1568412573_5d7c139d218722.38932824","","","","","","","","","Other","There should be another way to sign up without a Firefox account, I like Firefox, but I am a privacy advocate. I'd like another way to use it.","",""
"286","Sep 13, 2019 3:15:39 pm","Sep 13, 2019 3:16:01 pm","Complete","","","English","","1568412939_5d7c150b95c193.12459226","","","","","","","","","It was not working correctly","","Other","breaks some https sites"
"287","Sep 13, 2019 3:22:36 pm","Sep 13, 2019 3:23:05 pm","Complete","","","English","","1568413356_5d7c16ac990714.86385189","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"288","Sep 13, 2019 3:26:28 pm","Sep 13, 2019 3:27:23 pm","Complete","","","English","","1568413587_5d7c1793e94ab3.42689760","","","","","","","","","Other","Only testing installation","",""
"289","Sep 13, 2019 3:39:35 pm","Sep 13, 2019 3:39:44 pm","Complete","","","English","","1568414375_5d7c1aa75d83b4.63420726","","","","","","","","","I no longer wanted it","","",""
"290","Sep 13, 2019 3:42:35 pm","Sep 13, 2019 3:42:57 pm","Complete","","","English","","1568414555_5d7c1b5b994b63.22056386","","","","","","","","","It was not working correctly","","It caused crashes in Firefox",""
"291","Sep 13, 2019 3:43:19 pm","Sep 13, 2019 3:43:32 pm","Complete","","","English","","1568414599_5d7c1b87b59913.09346048","","","","","","","","","Other","Made webpages load much slower ","",""
"292","Sep 13, 2019 5:15:56 pm","Sep 13, 2019 5:16:15 pm","Complete","","","English","","1568420156_5d7c313ca39856.65317907","","","","","","","","","Other","Worried about government watchlists","",""
"293","Sep 13, 2019 5:16:14 pm","Sep 13, 2019 5:16:26 pm","Complete","","","English","","1568420174_5d7c314e3cd372.42976799","","","","","","","","","It was not working correctly","","It caused crashes in Firefox",""
"294","Sep 13, 2019 5:49:27 pm","Sep 13, 2019 5:50:38 pm","Complete","","","English","","1568422167_5d7c39175895b5.31525356","","","","","","","","","Other","Completely slowed down speed when loading pages.  Sometimes pages would hang when loading.  Sometimes pages failed to load at all.","",""
"295","Sep 13, 2019 5:50:51 pm","Sep 13, 2019 5:51:16 pm","Complete","","","English","","1568422251_5d7c396bcb70e7.19623265","","","","","","","","","I no longer wanted it","","",""
"296","Sep 13, 2019 6:02:06 pm","Sep 13, 2019 6:02:24 pm","Complete","","","English","","1568422926_5d7c3c0e023510.58640317","","","","","","","","","Other","register to use?? BS","",""
"297","Sep 13, 2019 6:25:08 pm","Sep 13, 2019 6:25:20 pm","Complete","","","English","","1568424308_5d7c4174d62a97.75632856","","","","","","","","","I no longer wanted it","","",""
"298","Sep 13, 2019 6:25:40 pm","Sep 13, 2019 6:26:43 pm","Complete","","","English","","1568424340_5d7c41947e6048.20934269","","","","","","","","","It was not working correctly","","Other","I was blocking access to my microphone for sites like google voice."
"299","Sep 13, 2019 7:03:34 pm","Sep 13, 2019 7:04:30 pm","Complete","","","English","","1568426614_5d7c4a767139e4.01074385","","","","","","","","","Other","Random crashes","",""
"300","Sep 13, 2019 7:02:37 pm","Sep 13, 2019 7:05:07 pm","Complete","","","English","","1568426557_5d7c4a3d7f99d0.26363270","","","","","","","","","Other","browser randomly crashes when this is on","",""
"301","Sep 13, 2019 7:38:17 pm","Sep 13, 2019 7:38:29 pm","Complete","","","English","","1568428697_5d7c5299160837.94344424","","","","","","","","","I no longer wanted it","","",""
"302","Sep 13, 2019 9:01:37 pm","Sep 13, 2019 9:01:53 pm","Complete","","","English","","1568433697_5d7c6621322180.85971868","","","","","","","","","Other","Account is a no go","",""
"303","Sep 13, 2019 9:48:37 pm","Sep 13, 2019 9:48:47 pm","Partial","","","English","","1568436517_5d7c7125ccb6e9.31757115","","","","","","","","","Other","","",""
"304","Sep 13, 2019 9:51:44 pm","Sep 13, 2019 9:52:40 pm","Complete","","","English","","1568436704_5d7c71e06784d6.15383914","","","","","","","","","Other","Privacy policies enable the same kind of tracking it says to prevent","",""
"305","Sep 13, 2019 9:52:45 pm","Sep 13, 2019 9:52:54 pm","Complete","","","English","","1568436764_5d7c721ce03f19.80432525","","","","","","","","","Other","Privacy policies enable the same kind of tracking it says to prevent","",""
"306","Sep 13, 2019 10:57:41 pm","Sep 13, 2019 10:58:15 pm","Complete","","","English","","1568440660_5d7c8154b15d53.05036606","","","","","","","","","It was not working correctly","","It caused crashes in Firefox",""
"307","Sep 13, 2019 11:20:21 pm","Sep 13, 2019 11:21:00 pm","Complete","","","English","","1568442020_5d7c86a4dadc36.26786135","","","","","","","","","I no longer wanted it","","",""
"308","Sep 13, 2019 11:25:43 pm","Sep 13, 2019 11:30:59 pm","Complete","","","English","","1568442342_5d7c87e6e6e923.14452734","","","","","","","","","Other","Works great! But I already have a VPN service, didn't need both extensions :)","",""
"309","Sep 14, 2019 12:18:38 am","Sep 14, 2019 12:18:51 am","Complete","","","English","","1568445518_5d7c944e801402.38491097","","","","","","","","","I no longer wanted it","","",""
"310","Sep 14, 2019 2:26:15 am","Sep 14, 2019 2:53:41 am","Complete","","","English","","1568453175_5d7cb237a3a1d9.84828531","","","","","","","","","Other","While expected, performance suffered more than I cared to endure in speed.","",""
"311","Sep 14, 2019 3:59:48 am","Sep 14, 2019 3:59:56 am","Partial","","","English","","1568458787_5d7cc823f3d647.44976525","","","","","","","","","It was not working correctly","","",""
"312","Sep 14, 2019 4:16:17 am","Sep 14, 2019 4:16:48 am","Complete","","","English","","1568459777_5d7ccc0156fbf7.00584130","","","","","","","","","It was not working correctly","","Other","Wouldn't let me sign in"
"313","Sep 14, 2019 4:24:15 am","Sep 14, 2019 4:24:24 am","Complete","","","English","","1568460255_5d7ccddf783748.86464297","","","","","","","","","It was not working correctly","","It caused crashes in Firefox",""
"314","Sep 14, 2019 7:16:11 am","Sep 14, 2019 7:19:14 am","Complete","","","English","","1568470571_5d7cf62b082114.39689393","","","","","","","","","Other","Slowed loading of websites","",""
"315","Sep 14, 2019 8:03:00 am","Sep 14, 2019 8:03:13 am","Complete","","","English","","1568473380_5d7d01240791c2.22035694","","","","","","","","","I no longer wanted it","","",""
"316","Sep 14, 2019 8:32:15 am","Sep 14, 2019 8:32:49 am","Complete","","","English","","1568475135_5d7d07ff617832.49642412","","","","","","","","","Other","Login required","",""
"317","Sep 14, 2019 8:38:39 am","Sep 14, 2019 8:38:47 am","Complete","","","English","","1568475519_5d7d097f543112.40797534","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"318","Sep 14, 2019 9:00:58 am","Sep 14, 2019 9:01:05 am","Complete","","","English","","1568476858_5d7d0eba514769.48443231","","","","","","","","","I no longer wanted it","","",""
"319","Sep 14, 2019 10:29:08 am","Sep 14, 2019 10:29:17 am","Complete","","","English","","1568482148_5d7d2364a79915.95917089","","","","","","","","","I no longer wanted it","","",""
"320","Sep 14, 2019 11:30:41 am","Sep 14, 2019 11:30:54 am","Complete","","","English","","1568485841_5d7d31d1882960.12539040","","","","","","","","","Other","It doesn't work","",""
"321","Sep 14, 2019 11:53:05 am","Sep 14, 2019 11:53:24 am","Complete","","","English","","1568487185_5d7d3711953fa8.11169481","","","","","","","","","Other","slowed down the internet","",""
"322","Sep 14, 2019 12:30:32 pm","Sep 14, 2019 12:30:43 pm","Complete","","","English","","1568489432_5d7d3fd851f285.20526808","","","","","","","","","It was not working correctly","","It caused crashes in Firefox",""
"323","Sep 14, 2019 12:45:29 pm","Sep 14, 2019 12:48:32 pm","Complete","","","English","","1568490329_5d7d4359444519.93154046","","","","","","","","","It was not working correctly","","Other","Firefox Private Network has encountered an unknown issue. Try turning if off and on again."
"324","Sep 14, 2019 11:53:58 am","Sep 14, 2019 1:06:27 pm","Complete","","","English","","1568487238_5d7d3746603826.47127673","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"325","Sep 14, 2019 3:25:20 pm","Sep 14, 2019 3:25:44 pm","Complete","","","English","","1568499920_5d7d68d01737d7.98223711","","","","","","","","","Other","I do not want this feature to be tied to an account.","",""
"326","Sep 14, 2019 4:44:19 pm","Sep 14, 2019 4:44:31 pm","Complete","","","English","","1568504659_5d7d7b53b071e7.31943728","","","","","","","","","I no longer wanted it","","",""
"327","Sep 14, 2019 5:15:46 pm","Sep 14, 2019 5:16:26 pm","Complete","","","English","","1568506546_5d7d82b232b0c2.89072163","","","","","","","","","It was not working correctly","","Other","It would never load correctly"
"328","Sep 14, 2019 6:16:17 pm","Sep 14, 2019 6:16:28 pm","Complete","","","English","","1568510177_5d7d90e1499356.77718863","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"329","Sep 14, 2019 6:27:05 pm","Sep 14, 2019 6:28:15 pm","Complete","","","English","","1568510824_5d7d9368f33441.50262689","","","","","","","","","It was not working correctly","","Other","i clicked sign in on the extension and nothing happened - no way to enter un/pw"
"330","Sep 14, 2019 6:29:07 pm","Sep 14, 2019 6:31:23 pm","Complete","","","English","","1568510947_5d7d93e3cf77e5.00149065","","","","","","","","","Other","It prevented too many established safe sites from opening and appears to have set the network.trr.mode value to 3 instead of 2 which essentially assures problems opening a host of sites.","",""
"331","Sep 14, 2019 8:14:15 pm","Sep 14, 2019 8:14:44 pm","Complete","","","English","","1568517255_5d7dac8768d780.38640459","","","","","","","","","Other","Didn't realize it required a Firefox account","",""
"332","Sep 15, 2019 3:05:38 am","Sep 15, 2019 3:06:46 am","Complete","","","English","","1568541938_5d7e0cf248bcb3.59707291","","","","","","","","","Other","your privacy policy does not promise that under no circumstances my browsing data will not be tied to my firefox account.","",""
"333","Sep 15, 2019 4:15:38 am","Sep 15, 2019 4:16:06 am","Complete","","","English","","1568546138_5d7e1d5ab73dd6.29462028","","","","","","","","","It was not working correctly","","It caused crashes in Firefox",""
"334","Sep 15, 2019 9:38:12 am","Sep 15, 2019 9:39:32 am","Complete","","","English","","1568565491_5d7e68f3eb7d68.37510560","","","","","","","","","I no longer wanted it","","",""
"335","Sep 15, 2019 9:42:10 am","Sep 15, 2019 9:44:04 am","Complete","","","English","","1568565730_5d7e69e20163e5.10646656","","","","","","","","","It was not working correctly","","Other","Upon waking my laptop, there will be a period of time where the extension is trying to reconnect, and I have no internet connectivity while waiting. "
"336","Sep 15, 2019 10:01:23 am","Sep 15, 2019 10:02:08 am","Complete","","","English","","1568566883_5d7e6e6376c711.52862583","","","","","","","","","It was not working correctly","","Other","websites were not functioning properly"
"337","Sep 15, 2019 10:01:36 am","Sep 15, 2019 10:02:56 am","Complete","","","English","","1568566896_5d7e6e70c0c9c8.27046802","","","","","","","","","Other","don't want to connect to cloudfare","",""
"338","Sep 15, 2019 10:11:50 am","Sep 15, 2019 10:12:17 am","Complete","","","English","","1568567509_5d7e70d5e732f3.58257096","","","","","","","","","Other","slow connection","",""
"339","Sep 15, 2019 12:59:23 pm","Sep 15, 2019 12:59:51 pm","Complete","","","English","","1568577563_5d7e981b6ffe90.90513993","","","","","","","","","Other","us only bullshit","",""
"340","Sep 15, 2019 1:08:59 pm","Sep 15, 2019 1:09:47 pm","Complete","","","English","","1568578139_5d7e9a5b87e9d7.27236424","","","","","","","","","Other","requires Firefox account","",""
"341","Sep 15, 2019 1:06:44 pm","Sep 15, 2019 1:13:55 pm","Complete","","","English","","1568578004_5d7e99d4305aa5.86934884","","","","","","","","","It was not working correctly","","Other","disconnected browser from the net."
"342","Sep 15, 2019 1:40:02 pm","Sep 15, 2019 1:41:11 pm","Complete","","","English","","1568580002_5d7ea1a2528460.82858787","","","","","","","","","Other","I already use a vpn so it was superfluous, also not a fan of it passing through Cloudflare","",""
"343","Sep 15, 2019 1:49:19 pm","Sep 15, 2019 1:49:40 pm","Partial","","","English","","1568580559_5d7ea3cf5e73e4.85089851","","","","","","","","","","","",""
"344","Sep 15, 2019 1:53:16 pm","Sep 15, 2019 1:56:15 pm","Complete","","","English","","1568580796_5d7ea4bc0f4c47.87052750","","","","","","","","","I no longer wanted it","","",""
"345","Sep 15, 2019 4:21:42 pm","Sep 15, 2019 4:22:08 pm","Complete","","","English","","1568589702_5d7ec7868831f1.24319640","","","","","","","","","I'm going to re-install","","",""
"346","Sep 15, 2019 6:03:39 pm","Sep 15, 2019 6:03:58 pm","Complete","","","English","","1568595819_5d7edf6bc5e278.62168648","","","","","","","","","Other","I don't have a firefox account.","",""
"347","Sep 15, 2019 6:48:12 pm","Sep 15, 2019 6:49:03 pm","Complete","","","English","","1568598492_5d7ee9dccbbf02.29172533","","","","","","","","","I no longer wanted it","","",""
"348","Sep 15, 2019 7:25:00 pm","Sep 15, 2019 7:25:21 pm","Complete","","","English","","1568600699_5d7ef27beff853.34764324","","","","","","","","","I no longer wanted it","","",""
"349","Sep 15, 2019 8:01:01 pm","Sep 15, 2019 8:01:20 pm","Complete","","","English","","1568602861_5d7efaed0ba0a8.73907697","","","","","","","","","It was not working correctly","","Other","Some sites would not load"
"350","Sep 15, 2019 9:35:04 pm","Sep 15, 2019 9:35:23 pm","Complete","","","English","","1568608504_5d7f10f8260f43.06049350","","","","","","","","","It was not working correctly","","Other","Website didn't work"
"351","Sep 15, 2019 9:49:06 pm","Sep 15, 2019 9:49:57 pm","Complete","","","English","","1568609346_5d7f14420a53e3.85995100","","","","","","","","","It was not working correctly","","Other","I can't connect because I am behind a corporate proxy"
"352","Sep 15, 2019 9:54:36 pm","Sep 15, 2019 9:54:43 pm","Complete","","","English","","1568609676_5d7f158c444ac1.55819765","","","","","","","","","I'm going to re-install","","",""
"353","Sep 16, 2019 6:18:24 am","Sep 16, 2019 6:19:06 am","Complete","","","English","","1568639904_5d7f8ba002a729.17996055","","","","","","","","","Other","I always see cloudfare blocking page for bein suspicious. Go figure cloudfare is blocking cloudfare","",""
"354","Sep 16, 2019 6:19:22 am","Sep 16, 2019 6:20:15 am","Complete","","","English","","1568639962_5d7f8bda1ba1e6.27255429","","","","","","","","","Other","slowed browser down significantly","",""
"355","Sep 16, 2019 7:04:45 am","Sep 16, 2019 7:04:59 am","Complete","","","English","","1568642685_5d7f967d5a7832.29778092","","","","","","","","","It was not working correctly","","Other","Didn't connect"
"356","Sep 16, 2019 7:30:03 am","Sep 16, 2019 7:31:00 am","Complete","","","English","","1568644203_5d7f9c6bb46810.60327532","","","","","","","","","I no longer wanted it","","",""
"357","Sep 16, 2019 8:12:10 am","Sep 16, 2019 8:12:45 am","Complete","","","English","","1568646729_5d7fa649e4c114.67315713","","","","","","","","","Other","I entered a wrong age when I was creating the account. I now can't log in. ","",""
"358","Sep 16, 2019 8:55:01 am","Sep 16, 2019 8:59:44 am","Complete","","","English","","1568649301_5d7fb055100390.84591903","","","","","","","","","It was not working correctly","","Other","never get connected successfully"
"359","Sep 16, 2019 9:02:00 am","Sep 16, 2019 9:02:05 am","Complete","","","English","","1568649720_5d7fb1f80865c5.36988257","","","","","","","","","I'm going to re-install","","",""
"360","Sep 16, 2019 9:53:36 am","Sep 16, 2019 9:53:56 am","Complete","","","English","","1568652816_5d7fbe104de4d5.14387012","","","","","","","","","It was not working correctly","","Other","Coulnd't connect from Work Wifi"
"361","Sep 16, 2019 11:11:30 am","Sep 16, 2019 11:11:57 am","Complete","","","English","","1568657490_5d7fd0522e55c4.19421832","","","","","","","","","Other","i use a lot of intranet sites on this machine, and can't reach them over the private network","",""
"362","Sep 16, 2019 12:18:35 pm","Sep 16, 2019 12:18:49 pm","Complete","","","English","","1568661515_5d7fe00b01a4c8.97822489","","","","","","","","","I no longer wanted it","","",""
"363","Sep 16, 2019 12:36:53 pm","Sep 16, 2019 12:37:29 pm","Complete","","","English","","1568662613_5d7fe4555839f9.79294390","","","","","","","","","It was not working correctly","","It caused crashes in Firefox",""
"364","Sep 16, 2019 11:52:59 am","Sep 16, 2019 12:56:11 pm","Complete","","","English","","1568659979_5d7fda0bc6ce06.06648148","","","","","","","","","Other","Work browser, didn't need it","",""
"365","Sep 16, 2019 1:28:03 pm","Sep 16, 2019 1:28:16 pm","Complete","","","English","","1568665683_5d7ff053a23b17.25988753","","","","","","","","","Other","Cloudflare Spyware","",""
"366","Sep 16, 2019 2:01:43 pm","Sep 16, 2019 2:03:24 pm","Complete","","","English","","1568667703_5d7ff83722e7d2.34319599","","","","","","","","","Other","changed proxy to eliminate waiting for handshakes","",""
"367","Sep 16, 2019 2:03:07 pm","Sep 16, 2019 2:04:19 pm","Complete","","","English","","1568667787_5d7ff88b290ef7.26824740","","","","","","","","","Other","It was slow, especially for YouTube videos, and it would often cause the quality of YouTube videos to drop below 420p; and it bypassed the DNS that I had set up in Firefox","",""
"368","Sep 16, 2019 2:44:55 pm","Sep 16, 2019 2:45:20 pm","Complete","","","English","","1568670295_5d800257296325.87865554","","","","","","","","","Other","Does not work on my network (firewall rules)","",""
"369","Sep 16, 2019 2:59:26 pm","Sep 16, 2019 2:59:34 pm","Partial","","","English","","1568671166_5d8005be3ca174.81329132","","","","","","","","","","","",""
"370","Sep 16, 2019 4:40:11 pm","Sep 16, 2019 4:40:35 pm","Complete","","","English","","1568677211_5d801d5bb72cb8.33288026","","","","","","","","","Other","I don't want to sign up for an account. ","",""
"371","Sep 16, 2019 4:48:42 pm","Sep 16, 2019 4:48:48 pm","Complete","","","English","","1568677722_5d801f5a86f501.02637239","","","","","","","","","I no longer wanted it","","",""
"372","Sep 16, 2019 5:45:51 pm","Sep 16, 2019 5:46:00 pm","Complete","","","English","","1568681151_5d802cbf69a7f1.34965116","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"373","Sep 16, 2019 7:35:25 pm","Sep 16, 2019 7:40:31 pm","Partial","","","English","","1568687725_5d80466d08a325.03385131","","","","","","","","","It was not working correctly","","Other",""
"374","Sep 16, 2019 7:55:32 pm","Sep 16, 2019 7:56:25 pm","Complete","","","English","","1568688932_5d804b240cb9b4.82110180","","","","","","","","","Other","I didn't want to sign in to use it - Kinda' defeates the purpose of trying to remain anonymous. ","",""
"375","Sep 16, 2019 9:52:09 pm","Sep 16, 2019 9:52:16 pm","Complete","","","English","","1568695929_5d806679b2e7c8.48911234","","","","","","","","","I'm going to re-install","","",""
"376","Sep 16, 2019 11:32:35 pm","Sep 16, 2019 11:32:51 pm","Partial","","","English","","1568701955_5d807e039df8f2.19984025","","","","","","","","","It was not working correctly","","",""
"377","Sep 17, 2019 4:25:11 am","Sep 17, 2019 4:36:26 am","Complete","","","English","","1568719511_5d80c2973af902.00778243","","","","","","","","","Other","It was slowing down my browser too much","",""
"378","Sep 17, 2019 6:33:49 am","Sep 17, 2019 6:34:56 am","Complete","","","English","","1568727228_5d80e0bcda5299.68164297","","","","","","","","","Other","it looks like I have to give you my password to my email account. Not gonna happen.","",""
"379","Sep 17, 2019 7:37:56 am","Sep 17, 2019 7:38:35 am","Complete","","","English","","1568731076_5d80efc4aa41e6.80423585","","","","","","","","","I no longer wanted it","","",""
"380","Sep 17, 2019 8:17:13 am","Sep 17, 2019 8:17:20 am","Complete","","","English","","1568733432_5d80f8f8e81144.29101086","","","","","","","","","I no longer wanted it","","",""
"381","Sep 17, 2019 8:59:41 am","Sep 17, 2019 9:00:01 am","Complete","","","English","","1568735981_5d8102ed6c8414.17237704","","","","","","","","","Other","test","",""
"382","Sep 17, 2019 9:06:49 am","Sep 17, 2019 9:09:53 am","Complete","","","English","","1568736409_5d810499bae333.67127081","","","","","","","","","It was not working correctly","","Other","Wouldn't allow me to sign in. "
"383","Sep 17, 2019 9:13:13 am","Sep 17, 2019 9:13:25 am","Complete","","","English","","1568736793_5d8106196cfa50.06234546","","","","","","","","","I no longer wanted it","","",""
"384","Sep 17, 2019 9:48:30 am","Sep 17, 2019 9:48:41 am","Complete","","","German","","1568738910_5d810e5e6fb334.56363265","","","","","","","","","I no longer wanted it","","",""
"385","Sep 17, 2019 10:02:03 am","Sep 17, 2019 10:02:12 am","Complete","","","English","","1568739723_5d81118b9eb1e4.21096607","","","","","","","","","I no longer wanted it","","",""
"386","Sep 17, 2019 11:23:50 am","Sep 17, 2019 11:24:28 am","Complete","","","English","","1568744630_5d8124b667e3e1.86032152","","","","","","","","","Other","I dont want to make an account","",""
"387","Sep 17, 2019 1:15:27 pm","Sep 17, 2019 1:16:36 pm","Complete","","","English","","1568751326_5d813edee97503.18915541","","","","","","","","","It was not working correctly","","Other","It never connected."
"388","Sep 17, 2019 1:50:57 pm","Sep 17, 2019 1:51:05 pm","Partial","","","English","","1568753457_5d8147314c2351.84196487","","","","","","","","","It was not working correctly","","",""
"389","Sep 17, 2019 1:58:41 pm","Sep 17, 2019 1:58:52 pm","Complete","","","English","","1568753920_5d814900f2b1c7.87248332","","","","","","","","","I no longer wanted it","","",""
"390","Sep 17, 2019 2:56:38 pm","Sep 17, 2019 2:56:55 pm","Complete","","","English","","1568757398_5d8156960cf844.62811210","","","","","","","","","Other","My school blocked it","",""
"391","Sep 17, 2019 3:51:11 pm","Sep 17, 2019 3:51:21 pm","Complete","","","English","","1568760671_5d81635f32a249.89354953","","","","","","","","","I no longer wanted it","","",""
"392","Sep 17, 2019 3:52:05 pm","Sep 17, 2019 4:17:25 pm","Complete","","","English","","1568760725_5d816395bc0ab1.16723887","","","","","","","","","It was not working correctly","","Other","didn't work with proxy"
"393","Sep 17, 2019 5:21:10 pm","Sep 17, 2019 5:21:55 pm","Complete","","","English","","1568766070_5d817876abb584.05637550","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"394","Sep 17, 2019 6:46:18 pm","Sep 17, 2019 6:51:03 pm","Complete","","","English","","1568771178_5d818c6a4eb828.94378314","","","","","","","","","I no longer wanted it","","",""
"395","Sep 17, 2019 7:09:41 pm","Sep 17, 2019 7:09:59 pm","Complete","","","English","","1568772581_5d8191e520e671.68585825","","","","","","","","","It was not working correctly","","Other","Wouldent connect"
"396","Sep 17, 2019 7:12:23 pm","Sep 17, 2019 7:13:27 pm","Complete","","","English","","1568772743_5d819287a5e3e5.71451202","","","","","","","","","It was not working correctly","","It slowed my network speeds",""
"397","Sep 17, 2019 8:51:39 pm","Sep 17, 2019 8:52:00 pm","Complete","","","English","","1568778699_5d81a9cb6d06f8.03543833","","","","","","","","","I'm going to re-install","","",""
"398","Sep 17, 2019 9:27:26 pm","Sep 17, 2019 9:27:33 pm","Complete","","","English","","1568780846_5d81b22ec81496.99076623","","","","","","","","","I no longer wanted it","","",""
"399","Sep 17, 2019 10:01:31 pm","Sep 17, 2019 10:02:21 pm","Complete","","","English","","1568782891_5d81ba2b823159.12529972","","","","","","","","","It was not working correctly","","Other","some sites are not loading"
"400","Sep 18, 2019 12:22:02 am","Sep 18, 2019 12:24:15 am","Complete","","","English","","1568791322_5d81db1a64e518.35941879","","","","","","","","","Other","unable to use in my region","",""
"401","Sep 18, 2019 3:01:18 am","Sep 18, 2019 3:01:38 am","Complete","","","English","","1568800878_5d82006e081c82.29922179","","","","","","","","","I'm going to re-install","","",""
"402","Sep 18, 2019 3:12:25 am","Sep 18, 2019 3:12:51 am","Complete","","","English","","1568801545_5d820309954892.52264958","","","","","","","","","I no longer wanted it","","",""
"403","Sep 18, 2019 3:14:53 am","Sep 18, 2019 3:15:01 am","Complete","","","English","","1568801693_5d82039d5c7968.40666184","","","","","","","","","I'm going to re-install","","",""
